,Unnamed: 0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,Unnamed: 0,target
6714637,6714637,2021-05-13 07:32:04.257031+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,alpha,True,15.0,1,a-1,6714637,6495.0
20943976,20943976,2021-08-25 15:06:22.264887+00:00,x,y,2021-08-25 17:00:00+00:00,2021-08-25 18:59:00+00:00,gamma,True,20.0,1,c-6,20943976,19105.0
17584232,17584232,2021-08-07 16:20:01.431858+00:00,x,y,2021-08-10 10:00:00+00:00,2021-08-10 12:00:00+00:00,alpha,True,15.0,1,a-7,17584232,7524.0
2752714,2752714,2021-03-07 02:14:00.519930+00:00,x,y,2021-03-31 14:00:00+00:00,2021-03-31 15:55:00+00:00,beta,True,40.0,0,b-9,2752714,7895.0
14385413,14385413,2021-07-14 08:33:40.868042+00:00,x,y,2021-08-03 13:00:00+00:00,2021-08-03 15:00:00+00:00,alpha,True,15.0,1,a-9,14385413,11245.0
8049815,8049815,2021-05-29 17:25:59.932239+00:00,x,y,2021-06-21 13:00:00+00:00,2021-06-21 15:00:00+00:00,alpha,True,15.0,1,a-5,8049815,7124.0
21125107,21125107,2021-08-26 19:26:56.155597+00:00,x,y,2021-09-09 16:00:00+00:00,2021-09-09 17:55:00+00:00,beta,True,20.0,0,b-19,21125107,7280.0
1755477,1755477,2021-02-16 08:19:17.722669+00:00,x,y,2021-03-13 11:00:00+00:00,2021-03-13 13:00:00+00:00,gamma,True,20.0,1,c-4,1755477,12500.0
17367219,17367219,2021-08-06 11:44:03.391537+00:00,x,y,2021-08-12 11:00:00+00:00,2021-08-12 12:55:00+00:00,beta,True,40.0,0,b-69,17367219,9340.0
17494602,17494602,2021-08-07 07:34:11.059568+00:00,x,y,2021-08-11 14:00:00+00:00,2021-08-11 16:00:00+00:00,gamma,True,20.0,1,c-4,17494602,6870.0
9575416,9575416,2021-06-12 16:15:24.502175+00:00,x,y,2021-06-20 10:00:00+00:00,2021-06-20 12:00:00+00:00,alpha,True,15.0,1,a-7,9575416,7150.0
16166721,16166721,2021-07-27 14:28:35.452615+00:00,x,y,2021-07-30 16:30:00+00:00,2021-07-30 18:30:00+00:00,alpha,True,35.0,1,a-9,16166721,12645.0
1583139,1583139,2021-02-12 14:22:23.789702+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 06:55:00+00:00,beta,True,35.0,0,b-1,1583139,9522.0
15829537,15829537,2021-07-25 09:30:58.069671+00:00,x,y,2021-07-26 13:00:00+00:00,2021-07-26 15:00:00+00:00,alpha,True,15.0,1,a-9,15829537,14945.0
10183091,10183091,2021-06-17 07:42:46.846331+00:00,x,y,2021-06-27 09:45:00+00:00,2021-06-27 11:45:00+00:00,gamma,True,20.0,1,c-2,10183091,6620.0
930725,930725,2021-01-27 10:26:13.563893+00:00,x,y,2021-02-08 13:30:00+00:00,2021-02-08 15:40:00+00:00,alpha,True,20.0,1,a-5,930725,10227.0
13556085,13556085,2021-07-08 20:21:38.484069+00:00,x,y,2021-07-17 16:00:00+00:00,2021-07-17 18:00:00+00:00,alpha,True,15.0,1,a-23,13556085,14945.0
6711341,6711341,2021-05-13 05:38:02.177787+00:00,x,y,2021-05-20 10:00:00+00:00,2021-05-20 12:00:00+00:00,alpha,True,35.0,1,a-9,6711341,6995.0
16046376,16046376,2021-07-26 17:35:22.387001+00:00,x,y,2021-08-06 16:00:00+00:00,2021-08-06 18:00:00+00:00,alpha,True,15.0,1,a-23,16046376,11245.0
2300996,2300996,2021-02-28 06:24:14.039173+00:00,x,y,2021-05-16 05:00:00+00:00,2021-05-16 07:00:00+00:00,alpha,True,15.0,1,a-1,2300996,9004.0
8749002,8749002,2021-06-04 19:45:48.402792+00:00,x,y,2021-06-29 05:00:00+00:00,2021-06-29 07:00:00+00:00,gamma,True,20.0,1,c-2,8749002,10900.0
8935727,8935727,2021-06-06 20:21:50.526720+00:00,x,y,2021-06-17 04:00:00+00:00,2021-06-17 06:00:00+00:00,alpha,True,35.0,1,a-1,8935727,9707.0
12542574,12542574,2021-07-03 12:54:31.463503+00:00,x,y,2021-07-06 17:00:00+00:00,2021-07-06 18:59:00+00:00,gamma,True,20.0,1,c-6,12542574,9785.0
6675338,6675338,2021-05-12 10:14:32.220246+00:00,x,y,2021-05-18 05:00:00+00:00,2021-05-18 07:00:00+00:00,gamma,True,20.0,2,c-2,6675338,8390.0
13218367,13218367,2021-07-06 21:30:16.769166+00:00,x,y,2021-07-09 13:30:00+00:00,2021-07-09 15:30:00+00:00,alpha,True,15.0,1,a-9,13218367,14945.0
624263,624263,2021-01-18 20:49:28.184682+00:00,x,y,2021-01-21 05:15:00+00:00,2021-01-21 07:25:00+00:00,alpha,True,20.0,1,a-1,624263,10227.0
1104930,1104930,2021-01-31 17:09:56.414365+00:00,x,y,2021-03-22 17:00:00+00:00,2021-03-22 18:59:00+00:00,gamma,True,32.0,1,c-6,1104930,9405.0
15408188,15408188,2021-07-22 10:21:20.107159+00:00,x,y,2021-12-31 11:00:00+00:00,2021-12-31 12:55:00+00:00,beta,True,40.0,0,b-69,15408188,8250.0
20916295,20916295,2021-08-25 11:30:20.720808+00:00,x,y,2021-09-15 13:00:00+00:00,2021-09-15 15:00:00+00:00,alpha,True,20.0,1,a-9,20916295,7524.0
7581884,7581884,2021-05-23 16:17:55.470469+00:00,x,y,2021-06-25 10:00:00+00:00,2021-06-25 12:00:00+00:00,alpha,True,15.0,1,a-9,7581884,7124.0
1919624,1919624,2021-02-19 20:56:40.560463+00:00,x,y,2021-02-20 11:00:00+00:00,2021-02-20 13:00:00+00:00,gamma,True,20.0,2,c-4,1919624,14430.0
12494990,12494990,2021-07-03 08:33:05.160344+00:00,x,y,2021-07-12 17:00:00+00:00,2021-07-12 18:59:00+00:00,gamma,True,20.0,1,c-6,12494990,15075.0
9918635,9918635,2021-06-14 23:45:37.597140+00:00,x,y,2021-06-23 14:00:00+00:00,2021-06-23 16:00:00+00:00,gamma,True,20.0,2,c-4,9918635,7900.0
20346719,20346719,2021-08-21 16:10:37.507327+00:00,x,y,2021-09-05 16:00:00+00:00,2021-09-05 18:00:00+00:00,alpha,True,20.0,1,a-23,20346719,10545.0
21019741,21019741,2021-08-26 05:53:39.424509+00:00,x,y,2021-09-01 04:00:00+00:00,2021-09-01 06:00:00+00:00,alpha,True,20.0,1,a-1,21019741,8381.0
9632778,9632778,2021-06-13 05:03:37.719546+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,True,35.0,1,a-1,9632778,7124.0
7426957,7426957,2021-05-21 20:16:50.663919+00:00,x,y,2021-07-16 11:00:00+00:00,2021-07-16 13:00:00+00:00,gamma,True,20.0,1,c-4,7426957,8025.0
13554460,13554460,2021-07-08 20:08:13.134407+00:00,x,y,2021-07-24 11:00:00+00:00,2021-07-24 12:55:00+00:00,beta,True,40.0,0,b-69,13554460,15360.0
4050355,4050355,2021-03-30 10:40:01.112661+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,alpha,True,35.0,1,a-1,4050355,10799.0
13662794,13662794,2021-07-09 14:32:54.486170+00:00,x,y,2021-08-13 17:00:00+00:00,2021-08-13 18:59:00+00:00,gamma,True,20.0,1,c-6,13662794,12560.0
728035,728035,2021-01-21 18:15:19.647131+00:00,x,y,2021-01-31 16:00:00+00:00,2021-01-31 17:55:00+00:00,beta,True,20.0,0,b-19,728035,8707.0
7669712,7669712,2021-05-24 16:29:11.760056+00:00,x,y,2021-06-28 10:00:00+00:00,2021-06-28 12:00:00+00:00,alpha,True,35.0,1,a-9,7669712,7520.0
9596783,9596783,2021-06-12 18:44:23.922376+00:00,x,y,2021-06-19 14:00:00+00:00,2021-06-19 15:55:00+00:00,beta,True,20.0,0,b-9,9596783,6522.0
17086160,17086160,2021-08-04 11:05:07.284874+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,True,15.0,1,a-5,17086160,6810.0
18780539,18780539,2021-08-13 00:28:21.585359+00:00,x,y,2021-08-23 13:00:00+00:00,2021-08-23 15:00:00+00:00,alpha,True,15.0,1,a-9,18780539,11245.0
8288728,8288728,2021-05-31 18:40:01.278349+00:00,x,y,2021-06-19 04:00:00+00:00,2021-06-19 06:00:00+00:00,alpha,True,15.0,1,a-1,8288728,9403.0
2708486,2708486,2021-03-06 08:02:13.152860+00:00,x,y,2021-03-09 05:00:00+00:00,2021-03-09 07:00:00+00:00,gamma,True,20.0,1,c-2,2708486,7390.0
19916387,19916387,2021-08-19 03:48:17.904780+00:00,x,y,2021-08-20 05:30:00+00:00,2021-08-20 07:30:00+00:00,gamma,True,20.0,2,c-2,19916387,16075.0
10075010,10075010,2021-06-16 08:36:58.410216+00:00,x,y,2021-06-17 10:00:00+00:00,2021-06-17 12:00:00+00:00,alpha,True,35.0,1,a-7,10075010,7124.0
16777207,16777207,2021-08-01 15:17:31.008069+00:00,x,y,2021-08-02 14:00:00+00:00,2021-08-02 16:00:00+00:00,gamma,True,20.0,1,c-4,16777207,9000.0
6638891,6638891,2021-05-11 17:45:41.958549+00:00,x,y,2021-05-19 10:00:00+00:00,2021-05-19 12:00:00+00:00,alpha,True,35.0,1,a-9,6638891,6995.0
19679608,19679608,2021-08-17 18:14:34.165356+00:00,x,y,2021-08-25 10:00:00+00:00,2021-08-25 12:00:00+00:00,gamma,True,20.0,1,c-2,19679608,7765.0
4006809,4006809,2021-03-29 10:06:15.113615+00:00,x,y,2021-04-05 08:00:00+00:00,2021-04-05 09:55:00+00:00,beta,True,20.0,0,b-67,4006809,8957.0
17829691,17829691,2021-08-08 20:06:07.330717+00:00,x,y,2021-08-22 16:00:00+00:00,2021-08-22 18:00:00+00:00,alpha,True,20.0,1,a-23,17829691,17745.0
11671620,11671620,2021-06-28 15:51:44.619604+00:00,x,y,2021-08-01 17:30:00+00:00,2021-08-01 19:30:00+00:00,gamma,True,20.0,1,c-6,11671620,8750.0
16552477,16552477,2021-07-30 16:07:26.346798+00:00,x,y,2021-08-04 04:00:00+00:00,2021-08-04 06:00:00+00:00,alpha,True,15.0,1,a-1,16552477,8300.0
13025938,13025938,2021-07-05 21:57:13.409311+00:00,x,y,2021-07-17 04:00:00+00:00,2021-07-17 06:00:00+00:00,alpha,True,15.0,1,a-1,13025938,11245.0
4492419,4492419,2021-04-11 04:07:55.296531+00:00,x,y,2021-06-20 05:00:00+00:00,2021-06-20 07:00:00+00:00,alpha,True,35.0,1,a-1,4492419,8605.0
16689225,16689225,2021-07-31 19:25:50.782834+00:00,x,y,2021-08-01 14:00:00+00:00,2021-08-01 15:55:00+00:00,beta,True,40.0,0,b-9,16689225,20190.0
3629427,3629427,2021-03-21 10:18:06.424831+00:00,x,y,2021-03-26 05:00:00+00:00,2021-03-26 07:00:00+00:00,gamma,True,20.0,1,c-2,3629427,9800.0
10859765,10859765,2021-06-22 18:52:19.441742+00:00,x,y,2021-07-06 11:00:00+00:00,2021-07-06 12:55:00+00:00,beta,True,20.0,0,b-69,10859765,7190.0
20716015,20716015,2021-08-24 05:18:06.291273+00:00,x,y,2021-09-03 05:00:00+00:00,2021-09-03 07:00:00+00:00,alpha,True,20.0,1,a-1,20716015,8381.0
18088109,18088109,2021-08-10 02:28:46.475535+00:00,x,y,2021-08-18 14:00:00+00:00,2021-08-18 16:00:00+00:00,gamma,True,20.0,2,c-4,18088109,8765.0
18533828,18533828,2021-08-11 18:39:26.184949+00:00,x,y,2021-12-16 10:00:00+00:00,2021-12-16 12:00:00+00:00,alpha,True,20.0,1,a-7,18533828,8381.0
16502513,16502513,2021-07-30 08:13:28.618302+00:00,x,y,2021-07-30 16:00:00+00:00,2021-07-30 18:00:00+00:00,alpha,True,15.0,1,a-23,16502513,18945.0
1529184,1529184,2021-02-11 08:15:34.931041+00:00,x,y,2021-02-16 05:15:00+00:00,2021-02-16 07:25:00+00:00,alpha,True,0.0,0,a-1,1529184,8739.0
10229351,10229351,2021-06-17 14:46:44.145662+00:00,x,y,2021-06-22 05:00:00+00:00,2021-06-22 06:55:00+00:00,beta,True,20.0,0,b-1,10229351,6354.0
781487,781487,2021-01-23 09:04:34.455541+00:00,x,y,2021-01-31 05:00:00+00:00,2021-01-31 07:00:00+00:00,gamma,True,32.0,1,c-2,781487,9405.0
9500114,9500114,2021-06-12 07:41:36.371798+00:00,x,y,2021-06-24 10:00:00+00:00,2021-06-24 12:00:00+00:00,alpha,True,15.0,1,a-7,9500114,6531.0
18846448,18846448,2021-08-13 09:43:08.288515+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,20.0,1,a-23,18846448,14645.0
9276020,9276020,2021-06-10 07:28:35.462113+00:00,x,y,2021-06-27 17:00:00+00:00,2021-06-27 18:59:00+00:00,gamma,True,20.0,1,c-6,9276020,10900.0
4568657,4568657,2021-04-13 14:00:44.451586+00:00,x,y,2021-05-09 05:00:00+00:00,2021-05-09 07:00:00+00:00,gamma,True,20.0,1,c-2,4568657,8650.0
7313262,7313262,2021-05-20 16:40:08.578626+00:00,x,y,2021-05-22 05:00:00+00:00,2021-05-22 07:00:00+00:00,gamma,True,20.0,1,c-2,7313262,8025.0
21224285,21224285,2021-08-27 14:27:26.183880+00:00,x,y,2021-09-06 13:00:00+00:00,2021-09-06 15:00:00+00:00,alpha,True,20.0,1,a-9,21224285,8381.0
1141606,1141606,2021-02-01 14:46:10.307232+00:00,x,y,2021-02-05 11:00:00+00:00,2021-02-05 13:00:00+00:00,gamma,True,32.0,2,c-4,1141606,10655.0
20782730,20782730,2021-08-24 13:25:33.417029+00:00,x,y,2021-09-02 10:00:00+00:00,2021-09-02 12:00:00+00:00,alpha,True,15.0,1,a-7,20782730,6810.0
16392657,16392657,2021-07-29 10:08:07.180413+00:00,x,y,2021-07-30 09:00:00+00:00,2021-07-30 10:55:00+00:00,beta,True,40.0,0,b-1,16392657,13140.0
16542659,16542659,2021-07-30 14:41:16.522067+00:00,x,y,2021-08-01 13:00:00+00:00,2021-08-01 15:00:00+00:00,alpha,True,15.0,1,a-9,16542659,14945.0
21454897,21454897,2021-08-29 11:26:22.835138+00:00,x,y,2021-09-08 17:05:00+00:00,2021-09-08 19:05:00+00:00,omega,True,20.0,1,d-5,21454897,6870.0
14809913,14809913,2021-07-17 08:56:46.855658+00:00,x,y,2021-08-01 14:00:00+00:00,2021-08-01 16:00:00+00:00,gamma,True,20.0,1,c-4,14809913,20365.0
5925981,5925981,2021-05-01 08:28:18.917977+00:00,x,y,2021-05-10 05:00:00+00:00,2021-05-10 07:00:00+00:00,gamma,True,20.0,2,c-2,5925981,9650.0
132044,132044,2021-01-04 08:03:30.442009+00:00,x,y,2021-01-26 16:00:00+00:00,2021-01-26 17:55:00+00:00,beta,False,20.0,0,b-19,132044,8697.0
17812641,17812641,2021-08-08 18:41:59.468030+00:00,x,y,2021-08-10 04:40:00+00:00,2021-08-10 06:40:00+00:00,omega,True,20.0,1,d-1,17812641,9000.0
6571209,6571209,2021-05-10 17:21:55.725023+00:00,x,y,2021-05-12 05:00:00+00:00,2021-05-12 07:00:00+00:00,alpha,True,35.0,1,a-1,6571209,5996.0
8319403,8319403,2021-06-01 04:30:35.719357+00:00,x,y,2021-07-13 10:00:00+00:00,2021-07-13 12:00:00+00:00,alpha,True,35.0,1,a-7,8319403,9707.0
8931918,8931918,2021-06-06 19:31:11.747306+00:00,x,y,2021-06-29 16:00:00+00:00,2021-06-29 18:00:00+00:00,alpha,True,35.0,1,a-23,8931918,9707.0
11817528,11817528,2021-06-29 12:48:44.666080+00:00,x,y,2021-07-01 17:00:00+00:00,2021-07-01 18:59:00+00:00,gamma,True,20.0,1,c-6,11817528,11300.0
4069655,4069655,2021-03-30 18:48:12.382760+00:00,x,y,2021-05-16 17:00:00+00:00,2021-05-16 18:59:00+00:00,gamma,True,20.0,1,c-6,4069655,9800.0
7020186,7020186,2021-05-17 11:17:00.337799+00:00,x,y,2021-05-19 10:00:00+00:00,2021-05-19 12:00:00+00:00,alpha,True,15.0,1,a-9,7020186,7397.0
1898047,1898047,2021-02-19 10:48:20.298292+00:00,x,y,2021-03-02 05:00:00+00:00,2021-03-02 06:55:00+00:00,beta,True,20.0,0,b-1,1898047,11546.0
20252894,20252894,2021-08-21 01:44:46.294868+00:00,x,y,2021-08-24 14:00:00+00:00,2021-08-24 16:00:00+00:00,gamma,True,20.0,1,c-4,20252894,11300.0
10417030,10417030,2021-06-19 07:24:20.519597+00:00,x,y,2021-06-29 14:00:00+00:00,2021-06-29 16:00:00+00:00,gamma,True,20.0,2,c-4,10417030,7620.0
15888197,15888197,2021-07-25 16:54:07.578328+00:00,x,y,2021-07-27 07:00:00+00:00,2021-07-27 09:00:00+00:00,alpha,True,15.0,1,a-5,15888197,10205.0
17316825,17316825,2021-08-06 04:47:30.432460+00:00,x,y,2021-08-19 16:00:00+00:00,2021-08-19 18:00:00+00:00,alpha,True,15.0,1,a-23,17316825,11245.0
4528537,4528537,2021-04-12 07:10:43.971248+00:00,x,y,2021-05-05 05:00:00+00:00,2021-05-05 07:00:00+00:00,gamma,True,20.0,2,c-2,4528537,9650.0
17195771,17195771,2021-08-05 08:07:31.454952+00:00,x,y,2021-09-15 14:00:00+00:00,2021-09-15 15:55:00+00:00,beta,True,20.0,0,b-9,17195771,6550.0
12047400,12047400,2021-06-30 18:52:03.305272+00:00,x,y,2021-07-13 04:00:00+00:00,2021-07-13 06:00:00+00:00,alpha,True,35.0,1,a-1,12047400,7900.0
10870902,10870902,2021-06-22 20:39:59.882917+00:00,x,y,2021-12-30 14:00:00+00:00,2021-12-30 15:55:00+00:00,beta,True,20.0,0,b-9,10870902,6386.0
9698713,9698713,2021-06-13 13:16:18.588774+00:00,x,y,2021-06-27 16:00:00+00:00,2021-06-27 18:00:00+00:00,alpha,True,15.0,1,a-23,9698713,6850.0
7789037,7789037,2021-05-26 08:39:25.610409+00:00,x,y,2021-06-01 14:00:00+00:00,2021-06-01 15:55:00+00:00,beta,True,20.0,0,b-9,7789037,7416.0
3341993,3341993,2021-03-16 04:05:44.489093+00:00,x,y,2021-03-18 08:00:00+00:00,2021-03-18 09:55:00+00:00,beta,True,20.0,0,b-67,3341993,9030.0
4092424,4092424,2021-03-31 09:53:45.973554+00:00,x,y,2021-04-10 05:00:00+00:00,2021-04-10 07:00:00+00:00,gamma,True,20.0,2,c-2,4092424,10800.0
16386164,16386164,2021-07-29 09:00:45.902754+00:00,x,y,2021-07-31 07:00:00+00:00,2021-07-31 09:00:00+00:00,alpha,True,35.0,1,a-5,16386164,14645.0
19290989,19290989,2021-08-15 16:28:57.015652+00:00,x,y,2021-08-23 10:35:00+00:00,2021-08-23 12:35:00+00:00,omega,True,20.0,1,d-3,19290989,15000.0
6820087,6820087,2021-05-15 04:55:57.702198+00:00,x,y,2021-05-15 13:30:00+00:00,2021-05-15 15:30:00+00:00,alpha,True,15.0,1,a-5,6820087,6495.0
7984798,7984798,2021-05-28 22:10:07.494049+00:00,x,y,2021-06-16 05:00:00+00:00,2021-06-16 07:00:00+00:00,alpha,True,15.0,1,a-1,7984798,7124.0
16730017,16730017,2021-08-01 07:40:57.143757+00:00,x,y,2021-08-01 17:00:00+00:00,2021-08-01 18:59:00+00:00,gamma,True,20.0,1,c-6,16730017,12560.0
3407382,3407382,2021-03-17 07:24:40.791344+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,gamma,True,20.0,2,c-2,3407382,11300.0
11455874,11455874,2021-06-27 09:02:55.103619+00:00,x,y,2021-06-28 09:45:00+00:00,2021-06-28 11:45:00+00:00,gamma,True,20.0,1,c-2,11455874,15075.0
14232921,14232921,2021-07-13 09:22:46.841109+00:00,x,y,2021-07-16 13:00:00+00:00,2021-07-16 15:00:00+00:00,alpha,True,15.0,1,a-9,14232921,18945.0
318563,318563,2021-01-09 16:05:39.076935+00:00,x,y,2021-01-31 05:00:00+00:00,2021-01-31 07:00:00+00:00,gamma,True,32.0,1,c-2,318563,8650.0
19761771,19761771,2021-08-18 08:10:28.444370+00:00,x,y,2021-08-22 04:40:00+00:00,2021-08-22 06:40:00+00:00,omega,True,20.0,1,d-1,19761771,22300.0
15251327,15251327,2021-07-20 19:26:28.622013+00:00,x,y,2021-08-05 07:00:00+00:00,2021-08-05 09:00:00+00:00,alpha,True,15.0,1,a-5,15251327,9045.0
5141374,5141374,2021-04-21 15:24:05.601773+00:00,x,y,2021-06-07 17:00:00+00:00,2021-06-07 18:59:00+00:00,gamma,True,20.0,2,c-6,5141374,9650.0
12618287,12618287,2021-07-03 20:19:11.548539+00:00,x,y,2021-07-12 07:00:00+00:00,2021-07-12 09:00:00+00:00,alpha,True,35.0,1,a-5,12618287,19545.0
14689478,14689478,2021-07-16 10:59:22.798006+00:00,x,y,2021-07-29 14:00:00+00:00,2021-07-29 16:00:00+00:00,gamma,True,20.0,2,c-4,14689478,11425.0
16343049,16343049,2021-07-28 21:23:44.729849+00:00,x,y,2021-08-04 16:00:00+00:00,2021-08-04 18:00:00+00:00,alpha,True,15.0,1,a-23,16343049,9045.0
20999151,20999151,2021-08-25 23:29:56.504837+00:00,x,y,2021-10-19 10:35:00+00:00,2021-10-19 12:35:00+00:00,omega,True,20.0,1,d-3,20999151,6870.0
13314743,13314743,2021-07-07 12:13:09.247085+00:00,x,y,2021-08-04 17:00:00+00:00,2021-08-04 18:59:00+00:00,gamma,True,20.0,1,c-6,13314743,10900.0
2979561,2979561,2021-03-10 15:49:12.378588+00:00,x,y,2021-03-31 05:00:00+00:00,2021-03-31 07:00:00+00:00,gamma,True,20.0,1,c-2,2979561,9800.0
1583937,1583937,2021-02-12 14:41:14.186937+00:00,x,y,2021-03-09 16:00:00+00:00,2021-03-09 18:10:00+00:00,alpha,True,35.0,1,a-7,1583937,12500.0
16271100,16271100,2021-07-28 10:09:07.817309+00:00,x,y,2021-08-03 07:00:00+00:00,2021-08-03 09:00:00+00:00,alpha,True,35.0,1,a-5,16271100,8381.0
9109157,9109157,2021-06-08 14:09:37.136957+00:00,x,y,2021-08-17 16:00:00+00:00,2021-08-17 18:00:00+00:00,alpha,True,15.0,1,a-23,9109157,9403.0
19377509,19377509,2021-08-16 06:58:52.700335+00:00,x,y,2021-08-25 16:00:00+00:00,2021-08-25 18:00:00+00:00,alpha,True,20.0,1,a-23,19377509,10545.0
14124420,14124420,2021-07-12 13:50:54.387939+00:00,x,y,2021-08-03 09:45:00+00:00,2021-08-03 11:45:00+00:00,gamma,True,20.0,1,c-2,14124420,12560.0
18151593,18151593,2021-08-10 09:20:48.525040+00:00,x,y,2021-08-14 17:00:00+00:00,2021-08-14 18:59:00+00:00,gamma,True,20.0,1,c-6,18151593,6870.0
16134269,16134269,2021-07-27 10:09:29.216288+00:00,x,y,2021-08-01 10:00:00+00:00,2021-08-01 12:00:00+00:00,gamma,True,20.0,2,c-2,16134269,13560.0
223952,223952,2021-01-06 20:10:56.376395+00:00,x,y,2021-01-07 05:00:00+00:00,2021-01-07 06:55:00+00:00,beta,False,40.0,0,b-1,223952,10731.0
11120710,11120710,2021-06-24 18:59:04.697903+00:00,x,y,2021-07-11 14:00:00+00:00,2021-07-11 16:00:00+00:00,gamma,True,20.0,2,c-4,11120710,12300.0
5316839,5316839,2021-04-23 07:36:13.290560+00:00,x,y,2021-04-27 05:00:00+00:00,2021-04-27 06:55:00+00:00,beta,True,20.0,0,b-1,5316839,6755.0
21407033,21407033,2021-08-29 00:55:52.588950+00:00,x,y,2021-09-05 04:00:00+00:00,2021-09-05 06:00:00+00:00,alpha,True,20.0,1,a-1,21407033,7524.0
12075398,12075398,2021-06-30 23:34:30.579800+00:00,x,y,2021-07-04 09:45:00+00:00,2021-07-04 11:45:00+00:00,gamma,True,20.0,1,c-2,12075398,16090.0
13643334,13643334,2021-07-09 12:17:16.212167+00:00,x,y,2021-07-19 07:00:00+00:00,2021-07-19 09:00:00+00:00,alpha,True,35.0,1,a-5,13643334,12645.0
5557229,5557229,2021-04-26 03:44:17.634101+00:00,x,y,2021-04-27 05:00:00+00:00,2021-04-27 07:00:00+00:00,alpha,True,15.0,1,a-1,5557229,8132.0
18111676,18111676,2021-08-10 06:06:08.401522+00:00,x,y,2021-08-16 10:35:00+00:00,2021-08-16 12:35:00+00:00,omega,True,20.0,1,d-3,18111676,7950.0
15061253,15061253,2021-07-19 08:53:28.057746+00:00,x,y,2021-07-22 07:00:00+00:00,2021-07-22 09:00:00+00:00,alpha,True,15.0,1,a-5,15061253,7524.0
6232350,6232350,2021-05-05 15:26:15.761844+00:00,x,y,2021-05-12 13:30:00+00:00,2021-05-12 15:30:00+00:00,alpha,True,35.0,1,a-5,6232350,6995.0
857054,857054,2021-01-25 10:46:02.837409+00:00,x,y,2021-02-13 11:00:00+00:00,2021-02-13 13:00:00+00:00,gamma,True,32.0,2,c-4,857054,10400.0
15120603,15120603,2021-07-19 17:28:35.393085+00:00,x,y,2021-07-25 14:00:00+00:00,2021-07-25 16:00:00+00:00,gamma,True,20.0,1,c-4,15120603,20120.0
14928750,14928750,2021-07-18 07:45:47.277575+00:00,x,y,2021-07-28 10:00:00+00:00,2021-07-28 12:00:00+00:00,alpha,True,35.0,1,a-7,14928750,12645.0
1116981,1116981,2021-02-01 04:00:48.258333+00:00,x,y,2021-02-08 17:00:00+00:00,2021-02-08 18:59:00+00:00,gamma,True,0.0,0,c-6,1116981,8525.0
714301,714301,2021-01-21 11:49:44.093243+00:00,x,y,2021-01-30 16:00:00+00:00,2021-01-30 18:10:00+00:00,alpha,True,0.0,0,a-7,714301,8739.0
21648802,21648802,2021-08-31 03:37:59.543030+00:00,x,y,2021-09-17 11:00:00+00:00,2021-09-17 13:00:00+00:00,gamma,True,20.0,2,c-4,21648802,7870.0
3094810,3094810,2021-03-12 05:59:48.471466+00:00,x,y,2021-03-18 05:00:00+00:00,2021-03-18 07:00:00+00:00,alpha,True,15.0,1,a-1,3094810,9798.0
15409905,15409905,2021-07-22 10:32:41.342768+00:00,x,y,2021-07-27 14:00:00+00:00,2021-07-27 16:00:00+00:00,gamma,True,20.0,1,c-4,15409905,12560.0
17681838,17681838,2021-08-08 07:17:26.127232+00:00,x,y,2021-08-13 07:15:00+00:00,2021-08-13 09:15:00+00:00,alpha,True,20.0,1,a-5,17681838,6810.0
5889124,5889124,2021-04-30 18:26:42.242700+00:00,x,y,2021-05-07 11:00:00+00:00,2021-05-07 13:00:00+00:00,gamma,True,0.0,0,c-4,5889124,12175.0
14636019,14636019,2021-07-16 01:55:21.538999+00:00,x,y,2021-07-17 10:00:00+00:00,2021-07-17 12:00:00+00:00,gamma,True,20.0,2,c-2,14636019,12545.0
15670300,15670300,2021-07-24 04:35:04.455712+00:00,x,y,2021-08-21 10:00:00+00:00,2021-08-21 12:00:00+00:00,gamma,True,20.0,1,c-2,15670300,9280.0
11019769,11019769,2021-06-24 05:55:42.242084+00:00,x,y,2021-06-29 05:00:00+00:00,2021-06-29 06:55:00+00:00,beta,True,20.0,0,b-1,11019769,6386.0
5461930,5461930,2021-04-24 20:09:56.829320+00:00,x,y,2021-05-24 17:00:00+00:00,2021-05-24 18:59:00+00:00,gamma,True,20.0,1,c-6,5461930,7640.0
19782678,19782678,2021-08-18 10:07:05.321173+00:00,x,y,2021-08-25 07:00:00+00:00,2021-08-25 09:00:00+00:00,alpha,True,20.0,1,a-5,19782678,10545.0
9936910,9936910,2021-06-15 06:16:27.893979+00:00,x,y,2021-09-01 08:00:00+00:00,2021-09-01 09:55:00+00:00,beta,True,20.0,0,b-67,9936910,6375.0
